given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id
kristen,capurso,67,bosworth circuit,monier square,magra,4075,vic,19170201,7204184,91928
zachay,hope,64,costello circuit,foxzla,mosman,2280,nsw,19390217,2473890,48563
jessica,whle,14,blue shadows,pambula street,surry hills,2541,nsw,19341001,6125303,55586
emma,golder,381,fullerton crescent,carey park,campsie,2107,qld,19260419,1677968,6844
joshua,reid,273,goyderstreet,loughmore,adelaide,2484,vic,19730628,9653869,28129
shelby,stodart,10,currong street,woodrose,dorrigo,2614,nsw,19731031,3832597,56867
bkows,luc y,1,kriewaldt circuit,rosehill,torfquay,3084,sa,,4309304,42420
jake,rhyne,32,walker crescent,glencot,burwood,3106,nsw,19511109,2471300,30717
paul,coleman,35,fiskstrneet,shopping centre,north ryde,2720,sa,19940821,7652642,7076
christian,minarss,3,cox street,bays hospital,sunshine,2153,qld,19890812,5492745,14364
zachary,clarke,2,port jackson circuit,masonic memorial village,minchinbury,4470,sa,19731003,4301419,25674
holly,stoker,5,ballumbir street,sunnyehikls,kirrawee,6090,vic,19300121,8123371,44178
cade,muhsam,583,holder street,frm 654,kingston beach,2620,tas,19040606,1082057,58456
lauren,crea,18,city walk,,athol park,3081,vic,19960613,1646449,39761
giorgia,frahn,62,handasyde street,ramano estate locn 1,tallebudgera,4506,vic,19670206,9724789,14508
datcy,shepherd,23,,utn 2,kinross,2540,nsw,19771226,6039792,69591
mia,paulka,211,bourne s treet,,ballina,3975,vic,19260122,4721250,61152
emiily,vodden,41,arcxdia,clement place,stjohsn park,2179,nsw,19811218,9588930,45056
natassia,blake,37,watgania,kathner street,batemans bay,7004,act,19000911,8022390,62433
teneille,lamprey,36,forrest place,terra nostra,bayswater north,4160,vic,19281101,9687938,48204
breeanne,dibben,6,collicott circuit,,loganholme,2317,nsw,19241203,6261895,58086
williaj,bracci,13,hann street,upper flat,campfhill,2154,nsw,19470617,7315857,47355
amy,beckwith,68,barkooo,john cleland crescent,blackheath,2036,qld,19160228,2583601,94695
ryan,shepherd,82,kitchener street,unt 1,slacks creek,3040,,19870928,4515379,34939
kaysey,kon,1,gaylard place,ohio stiaon,,5009,vid,19600828,8475924,33820
jed,coulson,,selwyn street,c ooee,waverley,2765,nsw,19780824,7120764,31794
bradley,gershon,70,dalrymple street,john flynn medical centre,,3264,sa,19930712,5762612,62925
christopher,clarke,14,rene street,,crows nest,4754,sa,19851127,5181141,47226
oliver,szeszwcki,10,,,currajong,2228,sa,19720315,4739075,80166
cameron,stanley,2,majura road,goughs bay,bayswater,2117,wa,19511004,1301653,47399
brain,benjamin,,leahy zlose,elizabeth residenvtial village,dover heights,2164,nsw,19240924,9191751,61317
riley,wegemer,45,phillip avenue,walhalla,cremorne,3937,wa,19540621,3741613,31382
jarvis,denholm,95,derrington crescent,headland garden,centennial park,2073,nsw,19750315,3771528,98842
noah,weavell,20,bromell ciecuit,eveston park,new town,3934,tas,19980505,7187048,92400
grace,morrison,4,wilkins street,,wisemans ferry,4220,qld,19880415,8612252,75617
sena,mccarthy,7,beazley crescent,tinatgel,broadford,4076,act,19561005,2726910,84222
william,bracci,13,hann treet,upper flat,camp hill,2159,nsw,19470617,7315057,93853
emiily,beams,1,tarrabool street,fronda,anderrove,2075,qld,19011124,6512231,65040
anthony,carbone,28,hugh mckayecrescent,,mount pleasant,2617,nsw,19531030,8781631,82084
tal ia,hilton,16,lunn pace,,camperdown,3752,vic,19201231,9206639,47854
dyan,zilm,43,blamey crescent,condnup,wattle glen,4211,vic,19671229,4892613,47949
erin,cresp,2,clarey crescent,walnut grove estate,wingham,3199,nsw,19430721,6489739,52111
reece,lyden,4,cobar place,deergarden caravn park,marulan,2020,sa,19010824,2283023,236
,rysn,26,lance hill avenue,cameroo,forest hill,3020,nsw,19720615,7563426,44010
maxin,hewson,48,ammon place,inglewood,ivanhoe,5048,vic,19781215,7902006,20779
leon,haar,24,inwood place,brindabella specialist centre,newcastle,4019,vic,19930327,5674799,69011
ayden,whit,711,dines place,ocean park towers,garran,2506,vic,19390830,7585098,55067
anthony,vijiaraj,26,moon place,crower,chinchilla,5453,qld,19871031,7277540,55538
james,croker,24,aston crescent,loma langie,cooberpedy,4305,nsw,19170923,9477785,60315
keira,browne,23,teakle place,brinjarry,penshurst,3199,wa,19791215,3267500,14592
ca itlin,menzies,,adair street,kilnacrott,wentworth falls,2304,nsw,19190514,8126161,7221
olivia,shepherd,39,burnag place,rowethorpe,magill,3183,nsw,19320907,5731308,29089
charlotte,orchard,3,dickinson street,kalinda park,narellan,4551,wa,19850330,3193520,9217
jessica,schumann,8,wilkinson street,tintagel,penrith,4111,qld,19160902,1077134,65248
wilh,hefford,1,solly place,margaret river carvn park,port pirie,5000,nsw,19520917,1267536,67856
daniel,tqow,20,,glenlee,blakeview,5089,sa,19310724,9926473,85312
daniel,riding,228,antill street,,,6001,tas,19090516,2525592,71839
jaykob,clarke,75,mileham street,kimberley,dalby,2170,wa,19000919,9245172,16385
karla,rump,39,hilder street,,normabhurst,3219,wa,19010414,7537136,7033
jake,berry,31,boolee street,noss,burleigh waters,2133,qld,19121215,3029548,31889
flynn,crea,45,,berkeley village,lismore,2068,nsw,19610318,7062906,970
bailey,mazurkiewicz,26,o'hara close,caravn park,mosman,2486,nsw,19131214,5855784,36415
benjamin,matthews,36,,anzac house (cnr archer s street,torquay,3672,sa,19221224,3995925,91782
jessica,rivera,14,quick street,jasmine ldoge,kingsthorpe,5605,,19620906,1054434,9126
lara,slpee,11,lamington street,rosehill,albany creek,6020,wa,19010927,2204911,18828
david,sydorenko,12,fuhrman street,the manor braeside,sefton park,3153,vic,,1746512,68234
hollie,lillie-hinrichs,27,hemmings crescent,kilvinton village,banyo,4030,,19251130,4920253,11280
reece,lyden,4,cobar lpace,deergarden caravn park,marulan,2002,sa,19881122,2283032,78118
lucida,mcneill,7,ashburton circuit,malekula,,3223,qld,19090228,4361711,23803
lily,priest,29,nemarang crescent,yellow dam,westmead,2250,tas,19401205,2293160,70833
silas,butter,1,tubruubcca,burkitt s treet,canley vale,2031,nsw,19431110,7275629,10527
stubbs,jaxck,150,heard sreet,summerset,st agnes,5344,qld,19890526,1690126,74728
liam,pulford,6,theodore street,tarwyn park,penrith,4816,qld,19700908,6254692,1144
wztkin,raquel,2,albermarle place,hamilton central,auburn,6318,vic,19170312,7699627,87928
chelsea,ronan,161,murphy street,racecourse,urangan,4869,vic,19350815,8318674,89805
samantha,forshaw,24,mcmillan crescent,tarwong,thebarton,3178,nsw,19140807,8586103,33467
zacyary,rollins,8,fimistericircuit,wathonga,brown hill,5032,nsw,,2423787,35043
connor,clarke,39,de chair street,wilding,peakhurst,5204,vic,19450907,1230316,86694
thomas,miles,18,caley cruscent,,sunshine,4703,sa,19620721,8287970,3384
alexander,mccarthy,17,collings street,balala dtation,blakehurst,2913,qld,19280419,1582861,97269
emiilh,,36,barclay street,wangrah,airlie beach,4780,vic,19090420,4870757,8673
lachlan,bishop,112,newman morris circuit,granny flat rear,bellambi,2038,nsw,19541027,4547925,32009
emiily,robson,97,bungoniastreet,st francis vlge,dianella,5066,wa,19420828,9454883,27829
,malin,197,deamer crescent,westmead accom,st clair,4879,act,19461215,1332042,62750
caleb,white,35,griffiths street,berragoon,mount isa,2122,sa,19130405,5957560,3020
shona,arbuckle,4,sprent street,anderwood,keysborough,6009,vic,19191013,6310771,53367
benjamin,schwinghammer,14,shenton crescent,kilnacrott,camden,3820,nt,19570329,4830631,73881
geofge,riddell,2,knoke avenue,bonnie doon,manly vale,4405,sa,19360413,2523840,74709
isabella,rundle,3,fawkner street,emerald agrigultural college,pottsville,6154,nsw,,6097070,71147
grace,friebel,,edwell place,villa 2,moorabbin,2117,wa,19151028,7313566,79895
zarran,bradshaw,89,carnegie crescent,,,6147,nsw,19350707,7831798,23807
noah,homahnn,30,cowper street,,toorak,3551,vic,19940914,4356988,16449
emma,goldesr,381,fullerton crescent,care ypark,campsie,2107,qld,19260419,1677968,68901
dillon,stubbs,40,murphy street,the swamp,salisbury east,7305,sa,19851018,8097614,58233
samuel,milburn,57,skirving place,,kyabram,2191,nsw,19721128,9177714,67520
pwige,sach,1,,renown,gawler west,2031,nsw,19791109,2530372,61284
tynan,pota,39,ijong street,smthfld,eimeo,4076,nsw,19160119,8487584,31043
danielle,reid,17,kootara crescent,,wannissa,4220,wa,19530118,3310083,8447
koula,liddy,33,perry drive,withern house,devonport,5097,wa,19871115,6488432,66695
lucy,sandman,11,vincent place,the spur,camden south,3199,nsw,19830308,2887497,37889
stephanie,white,7,tambo street,dunfieldp ark,eight mile plains,3711,nsw,19460625,9261342,37585
tahni,murton,11,macfarland crescent,,ryde,3220,,19231110,4111794,46281
ebony,morby,,macgillivray street,condavale,armidale,2111,nsw,19840906,3945914,75209
kobe,george,19,tenison-woods circuit,cliff house 2,frankston,3028,qld,19960914,8823656,29414
barnagy,egan,13,britten-jones drive,rawdon,kaleen,4304,vic,19270529,6442215,48103
jon,humphreys,3,gangele street,eastwood co ttage,woy woy,4400,vic,19890520,6017011,77560
mackenzie,buzow,80,snowden place,windsor lodge,greenhill,2152,nsw,19420118,2858815,214
bianca,matthews,5,wentworth avenue,mt pleasant,toowoomba,6743,nsw,19140128,1935299,96500
isabella,mson,8,emerald agriglutural college,fawkner street,pottsville,6154,nsw,,6097070,91070
,leslie,5,edmondsoqn street,baringa cottage,gorokan,3032,nsw,19390623,4197267,7373
judag,jeffries,,condamine street,tinaroo falls,canterbury,2165,nsw,19350906,6982633,65377
,gillard,62,matina sntreet,sun city resort,ascotp ark,4107,wa,19760203,9491843,66608
chelsea,colquhoun,22,tillyard drive,rowethorpe,noarlunga downs,2800,nsw,19690220,4281779,34128
lachlan,kerslake,555,cossington smith crescent,deuverney,clovelly,3197,vic,19901030,8553054,94747
micaela,thrussell,27,markellb place,nunnlok,frenchs forest,6782,qld,19250608,7131335,3404
jake,burnell,34,bennelong crescent,gret amain,ivanhoe,5066,nsw,19360809,9639692,74769
sam,stephenson,432,geeves curt,,logan reserve,4160,vic,19300207,7577085,16043
jarvis,matthews,95,derrington crescent,the meadows,centennial park,2077,nsw,19750315,3771528,99142
luke,hindess,45,gledden street,nairnlodge,clarence park,4703,qld,19011024,1089096,2739
zachary,owerko,4,bendigo street,maroubra beach,maclean,2756,,19470101,4914201,52921
harry,mcneill,11,,,bicton,6751,nsw,19920730,5511748,96661
charie,prumavera,16,dawes street,st francis vlge,dover heights,2533,nsw,19250314,3173638,80852
harry,tippins,86,bussauw close,,klemziog,4005,nsw,19490706,7994028,25665
sophie,petersen,141,ivo whitton circuit,flr 5 john flynn medical centre,singleton heights,3094,nsw,19440521,1237520,53742
matthew,seddon,195,collingridge street,port 366,paralowie,3803,nsw,19920305,6514580,11929
nicole,carbone,46,schlich street,simpson army barracks,toowoomba,3000,wa,19030926,8190756,61020
benjamin,larg,189,wilson atreet,suunybrae,belrose,2067,tas,19451103,9646332,94550
beth,bambling,38,maclagan street,centennial glen,gowanbrae,5062,nsw,19640705,5577694,14691
caresse,lyden,1,nemarang crescent,sunnyspot farm,nunawading,3199,sa,19250803,3017029,6617
jinni,ongley,5,derrington crescent,mt sutrt,wahroonga,6007,vic,19200511,1805536,25999
daniele,marceta,57,halford crescent,kamilaroi cottage,lakes entrance,6072,wa,19820807,8788410,69917
sam,stephenson,432,mossburn,geeves court,logan reserve,4160,qld,19300207,7577085,70806
bridget,crosswell,61,parkhill street,blueberry hill,warnbro,3148,sa,19640129,8277929,12241
liam,roebuck,9,ashby circuit,belgrade park,padstow,3002,nsw,19591028,3685347,97359
hayden,covino,10,deamer crescent,glengar iffe,north tyde,2750,qld,19541104,2494239,99125
macy,klemm,20,bonython street,,aitkenvale,2485,vic,19970322,7990048,33790
spicer,anika,39,melrosel drive,rmbe 770,view bank,2076,nsw,19861012,5087622,76480
jaden,collier,4,hale place,taronva,nightcliff,3193,nsw,19331205,3528865,47998
bianca,tunstall,3,hoban place,birubi point caravn park,palmerston,3144,sa,19280123,1340988,87073
samantha,drechsler,52,mara place,tower b rockdale,rochedale south,5495,nsw,19330422,8882745,86322
wittchen,ewan,8,barnettlcose,ronobri,bonnellsebay,2295,vic,19920618,9662319,18880
xani,green,,phill ip avenue,,armidale,5108,nsw,19390410,9201057,45084
bailey,white,19,araluen street,,coralville,2114,qld,19131103,4312580,71453
adam,eveston,11,kirkland circuit,warrawong,,2192,act,19940623,7917723,71958
mitchell,chanter,1,learmonth drive,bayview towers,benowa,3150,qld,19220713,7191519,73919
james,sebregts,30,holden crescent,,greensboough,3300,nsw,19040404,5342529,88662
,vassiliotis,39,mortimer lewis drive,hattah-k ulkyne,leongatha,5022,nsw,19910804,4669127,95936
chelsea,morrison,6,hansen circuit,public building,golden bay,2680,nsw,19621020,6038747,53164
zac,maynard,142,spowers circuit,,nambour,3500,vic,19041015,8703080,57745
tiarna,reis,147,dines place,brentwood vlge,athelstone,2250,vic,19820122,4863287,75400
kexel,amber,49,daintree crescent,,new farm,4061,vic,,9952722,83582
fyynlay,delfos,151,yumba avenue,karobean,frankston,7051,qld,19410702,2399211,57334
blaye,stanfield,9,nimbin street,glenlee,arundel,3034,nsw,19970826,4080455,9273
benjamin,santangelo,8,case place,roseglen,winthrop,3020,vic,19140729,2496528,4118
nathan,afford,51,standbridge place,moriah fields,orange,3073,wa,,8483826,22641
alexandra,rohleader,2,kurrama close,albiongrove,kilmore,4218,sa,19260609,4210279,78738
freya,springthorpe,5,mina wylie crescent,locn 3439,st clair,6158,nsw,19120525,7654842,84164
brydee,westermann,13,burkitt street,mlc centre,banks,3350,vic,19910126,1387695,92884
kira,blowes,4,goyder street,bellfield,davistown,2166,sa,19890603,1610583,34104
brooklyn,van de kamp,29,nummerak close,weerona grabben gullen,clifton springs,5097,nsw,19900906,1277188,37635
willow,bennell,82,holyman s treet,,wetherill park,3030,,19330323,6683840,33521
timohy,nevilel,21,fihelly street,villa 2,st lcuia,3108,wa,19781123,1955388,26939
madeleine,bibb,22,henty street,walea,nambour,4500,tas,19970902,9875243,25869
mila,tongyode,195,dingo dlats,touristpark,gray,3620,vic,19071010,8299710,99876
danidlle,fleet,26,watterson place,,elsternwick,2450,nsw,19660616,7967457,97232
makayla,thorpe,15,macdonnell street,yakilli park,kogarah,3450,qld,19440116,1754223,4982
olivia,tiffin,1,de lissa street,sunnyspot farm,peregian beach,3500,tas,19110102,2900307,2006
emiily,,309,star close,silverweir,yarram,4505,vic,19950402,5928066,71852
sophie,bullock,6,boolee street,,port fairy,6076,sa,19510426,3859714,21666
david,goldsworthy,8,palmer street,kilburnie,caulfield north,2200,vic,19650226,3383985,42855
louise,breheny,13,hawker street,byamee,woodcroft,2165,sa,19460104,3854020,42390
emiily,pardey,678,cane place,rhodes cottage,gidgegannup,2097,nsw,19710322,4534889,13667
cadwallader,cooper,48,mckillopc ircuit,ohio ststion,kellyikle,4165,vic,19560918,9773620,21110
chelsea,o'day,115,,woodleigh,woodlands,3179,nsw,19060726,9669480,71779
eboni,pantazopoulos,147,allott place,wyoming park,aldgate,2325,sa,19860807,9030076,96101
lily,ho,495,mccabe crescent,apple cottage,bellevue hill,2758,qld,,8123343,70587
sophie,pasoce,160,,lamingtonnstional,pacific paradise,3248,sa,19941127,9967952,83548
melissa,redmeind,11,crawford crescent,braemore,monbulk,4852,sa,19501114,7547575,58007
barnaby,siggins,51,hurley street,lakes retirement estate,kempsey,5162,vic,19981021,5752610,58088
alisa,ezis,55,lowerson place,littled ale,heahtfield,6006,vic,19910312,8388422,44919
brooke,nguyen,,truganini place,tallinga park,chelsea heights,6062,vic,19240812,8781682,8062
darcy,shepherd,23,,unt 2,kinrsos,2540,nsw,19771226,6039792,10313
hamish,gilles,157,godfrey street,cassadraeen,burleigh wqters,2370,nsw,19180822,6415612,54073
samuel,voivodich,43,manton place,brentwod o vlge,budtdina,4218,nsw,19820724,2733496,70264
cannell,elal,18,mainwaring rich circuit,kincumbern autical vlge,asquith,4075,nsw,19570915,2076456,4594
abby,robsno,19,anzac park,chanak,ettalong,3149,qld,19840131,7511641,6498
georgia,cookson,27,turner place,kapeia,salisbury east,3804,qld,19530305,2134191,77845
kaitlin,dixon,33,ware place,spylaw farm,morwell,2617,nsw,19420804,4342419,83025
dominmic,dixon,40,candlebark close,elmwood,orangr,4178,act,19420309,4798978,8100
,morrison,42,parnell place,,davistown,2580,nsw,19620915,3101161,95087
stephatnie,spogn,119,kenyon circuit,waverley lodge,normannhurst,3182,nsw,19430901,6128280,83011
henry,bloomfield,97,mcdougall street,bendigo retirement village,rosebud,4563,wa,19321112,1646845,62373
charlie,roussounis,13,gledden street,woorabinda,craigomre,6076,nsw,19461111,7379154,26200
kyra,wilde,26,groom street,binbimbie,young,3859,qld,19220601,6073461,76388
christian,white,10,boolee street,noss,doubleview,4352,nsw,19491125,2992541,83899
melissa,redmondu,11,braemore,alroy circuit,long jetty,4852,sa,19501114,7547575,91613
reece,garn egt,,maclagan street,environa,carlingford,879,nt,19390828,3123598,22849
alia,dobrzycki,3,brittlebankcircuit,yarratbah,loganlea,2790,vic,19960130,4588807,7523
ronan,anthomy,100,newman morris circuit,old lake thotel,chittering,2148,vic,19710321,5778625,97680
emmet,george,,curtin shopping centre,palm lake resort,newington,4860,sa,19860806,4029448,18402
zacariah,morcom,8,dixon drive,bletchly park,toowoomba,2068,wa,19020803,1961455,85771
caleb,lund,,dookie street,yarraibe,harrictown,3218,nsw,19340220,3084413,37877
kimberly,pavli,346,pennefather street,,north sycney,3056,nsw,19600628,8999689,33207
erin,maynard,51,wilshire street,warialda,little irver,2777,vic,19970430,1815999,5116
jack,stanfield,,weddin circuit,holmeleigh,madora,4350,wa,19061202,7739222,49419
eliza,sherriff,30,a'beckett street,,craigie,4280,nsw,19471027,9700056,57091
sarah,petersen,81,shenton crescent,vincent court,birkdale,4311,act,19770508,3615543,3843
grace,chitti,16,neeld place,treasalee,wyoming,3501,wa,19670723,9584513,27628
aidan,walkley,3,bunbury street,glenview,ryde,2579,sa,19980813,1928366,80288
isabella,white,74,chowne street,short st (cnr first ave) & albion park r,para h ilsl,3149,sa,19380127,1518649,38839
,cochrane,192,wollongong street,sec 488,bayswater,4172,vic,19311213,5453149,2062
